,REF_DATE,GEO,Type of vehicle,UOM,SCALAR_FACTOR,VALUE
394,2002,Newfoundland and Labrador,Trailers,Number,units,27087
395,2002,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,102915
396,2002,Prince Edward Island,"Total, vehicle registrations",Number,units,90062
397,2002,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,78942
398,2002,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,73390
399,2002,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1830
400,2002,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2560
401,2002,Prince Edward Island,Buses,Number,units,53
402,2002,Prince Edward Island,Motorcycles and mopeds,Number,units,1107
403,2002,Prince Edward Island,Trailers,Number,units,9263
404,2002,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,1856
405,2002,Nova Scotia,"Total, vehicle registrations",Number,units,643275
406,2002,Nova Scotia,"Total, road motor vehicle registrations",Number,units,546260
407,2002,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,519875
408,2002,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,9330
409,2002,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,7313
410,2002,Nova Scotia,Buses,Number,units,1835
411,2002,Nova Scotia,Motorcycles and mopeds,Number,units,7905
412,2002,Nova Scotia,Trailers,Number,units,46685
413,2002,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,50329
414,2002,New Brunswick,"Total, vehicle registrations",Number,units,584211
415,2002,New Brunswick,"Total, road motor vehicle registrations",Number,units,467756
416,2002,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,442703
417,2002,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7591
418,2002,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,3587
419,2002,New Brunswick,Buses,Number,units,2794
420,2002,New Brunswick,Motorcycles and mopeds,Number,units,11079
421,2002,New Brunswick,Trailers,Number,units,71223
422,2002,New Brunswick,"Off-road, construction, farm vehicles",Number,units,45232
423,2002,Quebec,"Total, vehicle registrations",Number,units,6011518
424,2002,Quebec,"Total, road motor vehicle registrations",Number,units,4292183
425,2002,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4056125
426,2002,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,56349
427,2002,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,35678
428,2002,Quebec,Buses,Number,units,16723
429,2002,Quebec,Motorcycles and mopeds,Number,units,127308
430,2002,Quebec,Trailers,Number,units,1167575
431,2002,Quebec,"Off-road, construction, farm vehicles",Number,units,551759
432,2002,Ontario,"Total, vehicle registrations",Number,units,8967820
433,2002,Ontario,"Total, road motor vehicle registrations",Number,units,6881529
434,2002,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,6559352
435,2002,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,81278
436,2002,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,105488
437,2002,Ontario,Buses,Number,units,27880
438,2002,Ontario,Motorcycles and mopeds,Number,units,107530
439,2002,Ontario,Trailers,Number,units,1621007
440,2002,Ontario,"Off-road, construction, farm vehicles",Number,units,465276
441,2002,Manitoba,"Total, vehicle registrations",Number,units,820004
442,2002,Manitoba,"Total, road motor vehicle registrations",Number,units,635551
443,2002,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,601942
444,2002,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,9911
445,2002,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,12859
446,2002,Manitoba,Buses,Number,units,3604
447,2002,Manitoba,Motorcycles and mopeds,Number,units,7234
448,2002,Manitoba,Trailers,Number,units,96818
449,2002,Manitoba,"Off-road, construction, farm vehicles",Number,units,87634
450,2002,Saskatchewan,"Total, vehicle registrations",Number,units,819649
451,2002,Saskatchewan,"Total, road motor vehicle registrations",Number,units,706377
452,2002,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,634980
453,2002,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,39719
454,2002,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,23501
455,2002,Saskatchewan,Buses,Number,units,3831
456,2002,Saskatchewan,Motorcycles and mopeds,Number,units,4344
457,2002,Saskatchewan,Trailers,Number,units,108373
458,2002,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,4899
459,2002,Alberta,"Total, vehicle registrations",Number,units,3116090
460,2002,Alberta,"Total, road motor vehicle registrations",Number,units,2305166
461,2002,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2089420
462,2002,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,86634
463,2002,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,67363
464,2002,Alberta,Buses,Number,units,12577
465,2002,Alberta,Motorcycles and mopeds,Number,units,49170
466,2002,Alberta,Trailers,Number,units,732128
467,2002,Alberta,"Off-road, construction, farm vehicles",Number,units,78795
468,2002,British Columbia,"Total, vehicle registrations",Number,units,2689566
469,2002,British Columbia,"Total, road motor vehicle registrations",Number,units,2391015
470,2002,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2271267
471,2002,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,68001
472,2002,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,13806
473,2002,British Columbia,Buses,Number,units,8379
474,2002,British Columbia,Motorcycles and mopeds,Number,units,29560
475,2002,British Columbia,Trailers,Number,units,271194
476,2002,British Columbia,"Off-road, construction, farm vehicles",Number,units,27356
477,2002,Yukon,"Total, vehicle registrations",Number,units,33898
478,2002,Yukon,"Total, road motor vehicle registrations",Number,units,26209
479,2002,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,22907
480,2002,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1405
481,2002,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1153
482,2002,Yukon,Buses,Number,units,261
483,2002,Yukon,Motorcycles and mopeds,Number,units,482
484,2002,Yukon,Trailers,Number,units,6780
485,2002,Yukon,"Off-road, construction, farm vehicles",Number,units,908
486,2002,Northwest Territories,"Total, vehicle registrations",Number,units,25734
487,2002,Northwest Territories,"Total, road motor vehicle registrations",Number,units,21320
488,2002,Northwest Territories,"Vehicles weighing less than 4,500 kilograms",Number,units,19260
489,2002,Northwest Territories,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,602
490,2002,Northwest Territories,"Vehicles weighing 15,000 kilograms or more",Number,units,1019
491,2002,Northwest Territories,Buses,Number,units,94
492,2002,Northwest Territories,Motorcycles and mopeds,Number,units,343
493,2002,Northwest Territories,Trailers,Number,units,3274
494,2002,Northwest Territories,"Off-road, construction, farm vehicles",Number,units,1139
495,2002,Nunavut,"Total, vehicle registrations",Number,units,4542
496,2002,Nunavut,"Total, road motor vehicle registrations",Number,units,3258
497,2002,Nunavut,"Vehicles weighing less than 4,500 kilograms",Number,units,2793
498,2002,Nunavut,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,271
499,2002,Nunavut,"Vehicles weighing 15,000 kilograms or more",Number,units,142
500,2002,Nunavut,Buses,Number,units,15
501,2002,Nunavut,Motorcycles and mopeds,Number,units,35
502,2002,Nunavut,Trailers,Number,units,81
503,2002,Nunavut,"Off-road, construction, farm vehicles",Number,units,1202
504,2003,Canada,"Total, vehicle registrations",Number,units,24687511
505,2003,Canada,"Total, road motor vehicle registrations",Number,units,18883584
506,2003,Canada,"Vehicles weighing less than 4,500 kilograms",Number,units,17768773
507,2003,Canada,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,379079
508,2003,Canada,"Vehicles weighing 15,000 kilograms or more",Number,units,282420
509,2003,Canada,Buses,Number,units,79948
510,2003,Canada,Motorcycles and mopeds,Number,units,373362
511,2003,Canada,Trailers,Number,units,4315996
512,2003,Canada,"Off-road, construction, farm vehicles",Number,units,1487930
513,2003,Newfoundland and Labrador,"Total, vehicle registrations",Number,units,405513
514,2003,Newfoundland and Labrador,"Total, road motor vehicle registrations",Number,units,265457
515,2003,Newfoundland and Labrador,"Vehicles weighing less than 4,500 kilograms",Number,units,252911
516,2003,Newfoundland and Labrador,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,4038
517,2003,Newfoundland and Labrador,"Vehicles weighing 15,000 kilograms or more",Number,units,2920
518,2003,Newfoundland and Labrador,Buses,Number,units,1284
519,2003,Newfoundland and Labrador,Motorcycles and mopeds,Number,units,4303
520,2003,Newfoundland and Labrador,Trailers,Number,units,28526
521,2003,Newfoundland and Labrador,"Off-road, construction, farm vehicles",Number,units,111529
522,2003,Prince Edward Island,"Total, vehicle registrations",Number,units,91636
523,2003,Prince Edward Island,"Total, road motor vehicle registrations",Number,units,79931
524,2003,Prince Edward Island,"Vehicles weighing less than 4,500 kilograms",Number,units,74197
525,2003,Prince Edward Island,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1739
526,2003,Prince Edward Island,"Vehicles weighing 15,000 kilograms or more",Number,units,2666
527,2003,Prince Edward Island,Buses,Number,units,58
528,2003,Prince Edward Island,Motorcycles and mopeds,Number,units,1270
529,2003,Prince Edward Island,Trailers,Number,units,9629
530,2003,Prince Edward Island,"Off-road, construction, farm vehicles",Number,units,2075
531,2003,Nova Scotia,"Total, vehicle registrations",Number,units,643509
532,2003,Nova Scotia,"Total, road motor vehicle registrations",Number,units,551670
533,2003,Nova Scotia,"Vehicles weighing less than 4,500 kilograms",Number,units,526583
534,2003,Nova Scotia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,8816
535,2003,Nova Scotia,"Vehicles weighing 15,000 kilograms or more",Number,units,7602
536,2003,Nova Scotia,Buses,Number,units,1841
537,2003,Nova Scotia,Motorcycles and mopeds,Number,units,6826
538,2003,Nova Scotia,Trailers,Number,units,44163
539,2003,Nova Scotia,"Off-road, construction, farm vehicles",Number,units,47675
540,2003,New Brunswick,"Total, vehicle registrations",Number,units,583735
541,2003,New Brunswick,"Total, road motor vehicle registrations",Number,units,467574
542,2003,New Brunswick,"Vehicles weighing less than 4,500 kilograms",Number,units,442259
543,2003,New Brunswick,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,7273
544,2003,New Brunswick,"Vehicles weighing 15,000 kilograms or more",Number,units,3851
545,2003,New Brunswick,Buses,Number,units,2697
546,2003,New Brunswick,Motorcycles and mopeds,Number,units,11492
547,2003,New Brunswick,Trailers,Number,units,72535
548,2003,New Brunswick,"Off-road, construction, farm vehicles",Number,units,43625
549,2003,Quebec,"Total, vehicle registrations",Number,units,6198653
550,2003,Quebec,"Total, road motor vehicle registrations",Number,units,4396004
551,2003,Quebec,"Vehicles weighing less than 4,500 kilograms",Number,units,4147586
552,2003,Quebec,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,57106
553,2003,Quebec,"Vehicles weighing 15,000 kilograms or more",Number,units,36577
554,2003,Quebec,Buses,Number,units,16946
555,2003,Quebec,Motorcycles and mopeds,Number,units,137788
556,2003,Quebec,Trailers,Number,units,1223180
557,2003,Quebec,"Off-road, construction, farm vehicles",Number,units,579468
558,2003,Ontario,"Total, vehicle registrations",Number,units,9121934
559,2003,Ontario,"Total, road motor vehicle registrations",Number,units,6957174
560,2003,Ontario,"Vehicles weighing less than 4,500 kilograms",Number,units,6626804
561,2003,Ontario,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,82697
562,2003,Ontario,"Vehicles weighing 15,000 kilograms or more",Number,units,106925
563,2003,Ontario,Buses,Number,units,28179
564,2003,Ontario,Motorcycles and mopeds,Number,units,112567
565,2003,Ontario,Trailers,Number,units,1677810
566,2003,Ontario,"Off-road, construction, farm vehicles",Number,units,486950
567,2003,Manitoba,"Total, vehicle registrations",Number,units,835277
568,2003,Manitoba,"Total, road motor vehicle registrations",Number,units,640242
569,2003,Manitoba,"Vehicles weighing less than 4,500 kilograms",Number,units,605113
570,2003,Manitoba,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,10004
571,2003,Manitoba,"Vehicles weighing 15,000 kilograms or more",Number,units,13515
572,2003,Manitoba,Buses,Number,units,3677
573,2003,Manitoba,Motorcycles and mopeds,Number,units,7930
574,2003,Manitoba,Trailers,Number,units,97074
575,2003,Manitoba,"Off-road, construction, farm vehicles",Number,units,97961
576,2003,Saskatchewan,"Total, vehicle registrations",Number,units,824985
577,2003,Saskatchewan,"Total, road motor vehicle registrations",Number,units,709788
578,2003,Saskatchewan,"Vehicles weighing less than 4,500 kilograms",Number,units,638148
579,2003,Saskatchewan,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,39030
580,2003,Saskatchewan,"Vehicles weighing 15,000 kilograms or more",Number,units,23657
581,2003,Saskatchewan,Buses,Number,units,3820
582,2003,Saskatchewan,Motorcycles and mopeds,Number,units,5132
583,2003,Saskatchewan,Trailers,Number,units,110843
584,2003,Saskatchewan,"Off-road, construction, farm vehicles",Number,units,4353
585,2003,Alberta,"Total, vehicle registrations",Number,units,3179506
586,2003,Alberta,"Total, road motor vehicle registrations",Number,units,2333194
587,2003,Alberta,"Vehicles weighing less than 4,500 kilograms",Number,units,2107517
588,2003,Alberta,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,91695
589,2003,Alberta,"Vehicles weighing 15,000 kilograms or more",Number,units,68046
590,2003,Alberta,Buses,Number,units,12702
591,2003,Alberta,Motorcycles and mopeds,Number,units,53232
592,2003,Alberta,Trailers,Number,units,763675
593,2003,Alberta,"Off-road, construction, farm vehicles",Number,units,82637
594,2003,British Columbia,"Total, vehicle registrations",Number,units,2736559
595,2003,British Columbia,"Total, road motor vehicle registrations",Number,units,2430115
596,2003,British Columbia,"Vehicles weighing less than 4,500 kilograms",Number,units,2301051
597,2003,British Columbia,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,74379
598,2003,British Columbia,"Vehicles weighing 15,000 kilograms or more",Number,units,14352
599,2003,British Columbia,Buses,Number,units,8373
600,2003,British Columbia,Motorcycles and mopeds,Number,units,31958
601,2003,British Columbia,Trailers,Number,units,277889
602,2003,British Columbia,"Off-road, construction, farm vehicles",Number,units,28554
603,2003,Yukon,"Total, vehicle registrations",Number,units,35231
604,2003,Yukon,"Total, road motor vehicle registrations",Number,units,27118
605,2003,Yukon,"Vehicles weighing less than 4,500 kilograms",Number,units,23777
606,2003,Yukon,"Vehicles weighing 4,500 kilograms to 14,999 kilograms",Number,units,1450
607,2003,Yukon,"Vehicles weighing 15,000 kilograms or more",Number,units,1184
608,2003,Yukon,Buses,Number,units,257
609,2003,Yukon,Motorcycles and mopeds,Number,units,448
